id,name,attype,locate,生命,物理,法术,团队,操作,金币价格,钻石价格,生命值,魔法值,物理攻击,法术强度,物理防御,魔法抗性,暴击,攻击速度,攻击范围,移动速度,背景,,,,,,,,,,,,,,,,,,,,,,
53,雅典娜,远程,辅助,3,1,7,10,5,2880,36,509(+74),349(+50),50(+3.3),0(+0),12(+3.5),30(+0.0),0.0(+0),0.63(+0.03),4.41(+0),285(+0),出生自永恒之地的雅典娜，为了选拔和召唤属于自己的强大英雄，利用自己的美貌和所谓的正义去忽悠了一批少年，并称之为圣斗士，让那些圣斗士们为之赴死再复活，复活再赴死……当圣斗士们来到永恒之地，并知悉所有因果之后，勃然大怒的他们联合起诉了雅典娜。在铁一般的证据支持下，雅典娜败诉了。 在她的判决书上写着：因为让英雄过于频繁地死亡，特判决剥夺雅典娜召唤师身份，进入英雄之列，在每天被杀几百万次的煎熬中为自己的恶劣行为赎罪！ ,,,,,,,,,,,,,,,,,,,,,,
52,唐僧,远程,辅助,4,1,6,10,4,420,12,562(+75),345(+50),49(+3.0),0(+0),15(+3.0),30(+0.0),0.0(+0）,0.63（+0.03）,5.28（+0）,294（+0）,世人传说，一沙一世界，是一种思想。但大雷音寺的大德们知道，一沙一世界，说的是一种法门，也是一种事实。 永恒之地的存在，对佛祖来说并不是秘密，更有方法可以通过一种沙砾大小的隧道通往其他世界，他们称这个隧道为：虫洞…… 在佛门眼中看来，永恒之地的英雄们死去又活来的过程绝对是世界上最痛苦的刑罚，那么永恒之地毫无疑问就是真正的地狱。 唐僧师徒在完成了取经之后，佛门又给出了新的任务：前往永恒之地，普度众生！ 且看这师徒四人，如何搅得永恒之地天翻地覆！,,,,,,,,,,,,,,,,,,,,,,
51,奥特曼,远程,法系,4,8,4,5,7,1200,24,595(+75),280+(45),48(+3.0),0(+0),15(+3.5),30(+0.0）,0.0（+0）,0.67（+0.03）,4.85（+0）,289（+0）,这些好战的巨人并不是出于人道主义而四处消灭怪兽，他们纯粹是为了发泄自己种族天性的暴力成分而战，不过当宇宙中的怪物已经被消灭得所剩无几，某些天生的暴力狂人只好发动了内战。 当这个种族的理性主义者们最终获得了胜利，将对手放逐到了永恒之地，现在他们将会在无穷无尽的战斗中被放逐至永远。,,,,,,,,,,,,,,,,,,,,,,
50,魔导少女,远程,法系,5,1,8,7,3,1200,24,531（+81）,380（+55）,55（+3.0）,0（+0）,11（+3.9）,30（+0.0）,0.0（+0）,0.62（+0.02）,4.85（+0）,288（+0）,"""多萝西有些特别的天分，就像猫儿要吃鱼一样，她喜欢看着火焰在手中跳跃燃烧的样子。 为此她的父母将她送到女巫教母那儿学习控制自己的魔法。但教母失败了，她没法让多萝西释放除了火焰之外的其他法术。 在房子第三次被烧成废墟以后，女巫教母将多萝西推荐给圣火教派的牧师。他们将少女包装成圣火在人间的化身，又将她送往战场。 多萝西被战争中各种可怕的场景吓到了。这更刺激了她的纵火天赋。现在北方军队拥有一件强大的武器，他们计划用这个可怕的少女把南方城邦烧成灰烬。""",,,,,,,,,,,,,,,,,,,,,,
49,卡殿下,近战,法系,4,4,8,5,4,2880,36,573（+80）,0（+0）,56(+3.0),0（+0）,15（+3.2）,30（+0.0）,0.0（+0）,0.66(+0.03),1.00（+0）,307（+0）,卡殿下正在对阵组织最强成员——六道中的天道，耗光了几乎所有查克拉的卡殿下也没能取得胜利。天道准备用一根钉子击杀卡殿下，在这生死攸关的时刻，卡殿下用仅存的查克拉发动了神威，但……卡殿下竟然不知这只来他人的神瞳还能将自身进行传送，于是卡殿下来到了这个世界。,,,,,,,,,,,,,,,,,,,,,,
48,火拳·S,近战,法系,5,3,7,6,7,6000,45,563（+80）,0（+0）,55（+3.2）,0（+0）,15（+3.5）,30（+0.0）,0.0（+0）,0.66(+0.03),1.10（+0）,300（+0）,一个阳光积极的少年怎能就这样消逝，具备操纵火焰能力的他在生命的最后做出了最正确的决定。在他即将离开那个世界时……“我有一个总让人担心的弟弟。”他叹了口气“我还要做最后一件事！”说完S化作火焰消散在空气中。在永恒之地的河道，S追随着一个带着拳套的草帽小子……,,,,,,,,,,,,,,,,,,,,,,
47,蛇叔,近战,法系,5,4,8,4,7,2880,36,563（+78）,322（+45）,55（+3.2）,0（+0）,15（+3.5）,30（+0.0）,0.0（+0）,0.66(+0.03),1.30（+0）,307（+0）,方帝国的前任皇帝在位时，开启了一系列规模宏大的强国策略，其中备受瞩目的就包括专门前往各个时空搜集强大战士的【英雄计划】——大量的核心皇室人员，前往各个时空寻找最强血脉和天赋的战士，将他们传送至永恒之地，并使之为帝国战斗！ 而面具男阿飞，就是一名来自帝国的亲王，他在幼年时就被传送到了忍者的世界，在被帝国唤醒后，开始了在忍者世界的行动，通过挑拨离间让这个世界充满战斗和杀戮，进而选拔出最优秀的战士，而这些人最后都无一例外地会被他送进北方帝国的训练营，在那里，帝国人有无数手段强迫他们屈服并让他们参加战斗！ ,,,,,,,,,,,,,,,,,,,,,,
46,诸葛亮,远程,法系,4,1,9,7,8,1200,24,524（+75）,355（+53）,48（+3.0）,0（+0）,12（+3.5）,30（+0.0）,0.0（+0）,0.62（+0.03）,5.00（+0）,302(+0),诸葛先生并没有对自己来到永恒之地感到吃惊，无论他是从何种渠道了解到这个世界的规则，总之他不像其他的移民那样，需要经历很多误会与冲突才能在这个世界立足。 在漫长的谈判和吊胃口之后，他拿着足够多的好处——服务期满之后，他可以穿越时间回到过去改变历史。 接下来的事情，就很简单了，不是有句话叫：谈笑间，灰飞烟灭么……,,,,,,,,,,,,,,,,,,,,,,
45,法师娃,远程,法系,6,2,9,4,8,2880,36,514（+75）,320（+46）,45（+3.0）,0（+0）,15（+3.0）,30（+0.0）,0.0（+0）,0.60（+0.03）,4.85（+0）,293（+0）,葫芦七兄弟被蛇妖抓住后，过上了幸福的生活。每天在神山之中组队练级，根据各自的兴趣爱好选择了不同的职业进行修行。在一次组队练级杀死最终BOSS后无意中触发了时空扰动，七兄弟同时被传送到了永恒之地，开始了他们新的旅程。,,,,,,,,,,,,,,,,,,,,,,
44,时崎狂三,远程,物理,6,9,0,6,7,6000,45,555（+78）,0（+0）,53（+3.5）,0（+0）,15（+3.0）,30（+0.0）,0.0（+0）,0.69（+0.032）,5.00（+0）,292（+0）,干冷的狂风在那空无一人的街道上呼啸而过，那向往光明的眼眸中映出的只有绝望，那谁也聆听不到的呼声我定将其找到为止，触摸着这份温柔但依然恐惧着，能填补心中空虚的人是否就是你？选择吧，Date A Live!,,,,,,,,,,,,,,,,,,,,,,
43,陈美嘉,远程,物理,3,5,2,5,6,6000,45,509（+71）,320（+35）,45（3.0）,0（+0）,13（+3.0）,30（+0.0）,0.0（+0）,0.55（+0.033）,3.66（+0）,290（+0）,世上本没有爱情公寓，但是看的人多了，就有了。在第三季结束的时候，庞大的粉丝群汇集了海量的信仰之力，最终在虚空中开辟出了真正的爱情公寓—一个叫做爱情公寓的位面，大家对于主角的印象也在其中凝聚成形…作为位面中最“古老”的生物，他们就像其他位面初创时诞生的元始生灵一样，拥有了神格和独特的神力，并肩负起了发展状态位面的责任。但粉丝的群体意识可不是专业的创世神，爱情公寓位面在初生之始就有一点小问题—这个位面太小了…小到只有那么一栋公寓几间房子。而神邸们居然被设定为需要吃饭睡觉上厕所，房间里倒是有自来水管，但是另一头,,,,,,,,,,,,,,,,,,,,,,
42,不知火舞,近战,防御,5,5,7,4,6,6000,45,569（+85）,0（+0）,52（+3.2）,0（+0）,15（+3.2）,30（+0.0）,0.0（+0）,0.66(+0.032),1.35（+0）,307（+0）,某天一早，神大人正要出门举行艳遇教师的第三十二场演讲，但刚一推开家门，就立刻被眼前的情形惊呆了—地上摆满了各种过气的本子，只剩内衣的手办、布满各种斑渍（是口水吧，一定是口水吧）的二次元美女抱枕…“神大人，如果你能干成这一票的话，这些…都是你的，哦呵呵呵”，一声淫笑将正在风中凌乱的桂木桂马拉回了现实，他认出了这个家伙：第一个使用亚丝娜胜利一万盘成功抱得白富美的开发组成员，而他的身后，是四百多个海大爷。神大人抱臂扶额思索了一会后沉吟道：“不知火舞啊，格斗家的意志向来是非常坚定的，这任务很有难度啊...我最近又很忙，一个月有三十二场演讲会。”“看来，神大人是不愿意帮忙了”“就知道是这个样子...”“老实和快播小伙伴一起玩耍吧，不要想太多了...”就在四百多个海大爷一连串失望的嘟囔声中，神大人的声音突然坚定的响起：“不过，我就喜欢这样挑战性的任务，不知火舞，就交给我来搞定吧！”于是，不知火舞，即将降临！,,,,,,,,,,,,,,,,,,,,,,
41,霍比侦查兵,远程,物理,6,8,0,7,7,1200,24,550（+75）,257（+40）,51（+3.0）,0（+0）,15（+3.0）,30（+0.0）,0.0（+0）,0.66(+0.03),5.00（+0）,294（+0）,"""南方城邦和北方帝国之间的战争，引起了其他物种的注意。 一直以来生活在平静山谷中的霍比特人，警觉地竖起耳朵，倾听大地的震动。他们避开双方行军的路线，向安全的地方转移。 但是，当战火燃烧到无处不在时，霍比特人就再也没有了退路。 波卡是霍比特科技侦察小队的队长，这个矮小的前侦查兵认为，要让同伴们获得安稳的居住地，最好的办法莫过于帮助某一方人类赢得战争。于是他前往人类的居住地，与一位召唤师领主达成契约，他将为南方城邦联盟而战，以他巨大的退缩炮收拾敌人！""",,,,,,,,,,,,,,,,,,,,,,
40,斧王,近战,防御,7,5,5,4,5,3800,40,610（+90）,245（+32）,55（+3.5）,0（+0）,15（+3.3）,30（+0.0）,0.0（+0）,0.66(+0.03),1.25（+0）,308（+0）,作为被感染的血斧一族首领，他多数时间无法控制自己的行为，他在远古守卫的战场斩杀了无数敌人，但另一方面，在他有限的清醒时间内，寻求解除诅咒的方法，成为了他唯一的目标。 当他在战场上拯救了谜团之后，他获悉了空间的秘密，在无尽的虚空之中，穿越宇宙的尽头，那里有一块神奇的土地，任何魔法、契约、法则都无法从外部世界对那里进行约束，那里可以彻底的斩断他与过去的联系，摆脱噩梦，只为了自己而活着，那里……就是永恒之地！,,,,,,,,,,,,,,,,,,,,,,
39,盗贼娃,近战,物理,6,9,0,6,9,3800,40,557（+77）,0（+0）,51（+3.0）,0（+0）,15（+3.2）,30（+0.0）,0.0（+0）,0.69（+0.035）,1.30（+0）,310（+0）,葫芦七兄弟被蛇妖抓住后，过上了幸福的生活。每天在神山之中组队练级，根据各自的兴趣爱好选择了不同的职业进行修行。在一次组队练级杀死最终BOSS后无意中触发了时空扰动，七兄弟同时被传送到了永恒之地，开始了他们新的旅程。,,,,,,,,,,,,,,,,,,,,,,
38,亡灵女王,远程,物理,5,10,0,6,6,1200,24,569（+78）,270（+40）,53（+3.25）,0(+0),14（+3.0）,30（+0.0）,0.0（+0）,0.68（+0.03）,5.80（+0）,285（+0）,"""成为幽暗城的女王之后，亡灵女王常常怀念在森林中穿行的日子，然而现在过多接触新鲜空气和阳光只会让自己的腐烂加剧。 为了排遣女王的烦闷，法拉尼尔研制出一种梦境药剂，可以让女王在睡梦中旅行。 然而这种药剂效果因为一次意外的干扰而产生了意外的效果——女王的灵魂跨越了晶壁，进入了永恒之地，在那里，女王可以尽情地奔跑和享受杀戮的快感。""",,,,,,,,,,,,,,,,,,,,,,
37,三笠,近战,物理,6,8,0,7,10,6000,45,565（+81）,0（+0）,56（+3.5）,0（+0）,17（+3.5）,30（+0）,0.0（+0）,0.60（+0.03）,1.30（+0）,290（+0）,“当巨人都死光以后，你要做点什么？”三笠·阿克曼看着满地的巨人尸体问艾伦。“你是说战争结束后么？当然是回老家结婚！”艾伦答道。“和谁？”“当然是兵长！”在之后的某一次壁外调查中，三笠负责保护巨人化的艾伦。不过当巨人们汹涌而至的时候，她只是在附近笑着看着艾伦被吃掉。自那以后再也没有人见过三笠，她再也没有任何牵挂的东西，独自响应召唤，来到了永恒之地。,,,,,,,,,,,,,,,,,,,,,,
36,沙僧,近战,防御,7,6,1,7,7,420,12,595(+85),305(+40),56(+3.0),0(+0),17(+4.5),30(+0.0),0.0(+0),0.66(+0.03),1.50(+0),298(+0),"""世人传说，一沙一世界，是一种思想。但大雷音寺的大德们知道，一沙一世界，说的是一种法门，也是一种事实。 永恒之地的存在，对佛祖来说并不是秘密，更有方法可以通过一种沙砾大小的隧道通往其他世界，他们称这个隧道为：虫洞…… 在佛门眼中看来，永恒之地的英雄们死去又活来的过程绝对是世界上最痛苦的刑罚，那么永恒之地毫无疑问就是真正的地狱。 唐僧师徒在完成了取经之后，佛门又给出了新的任务：前往永恒之地，普度众生！ 且看这师徒四人，如何搅得永恒之地天翻地覆！""",,,,,,,,,,,,,,,,,,,,,,
35,吉尔加美什,远程,物理,4,8,3,6,4,6000,45,561+77,278+38,47+3.0,0+0,15+3.0,30+0.0,0.0+0,0.69+0.035,5.30+0,298+0,"""圣杯被破坏之后，吉尔加美什也获得了新生，赤裸于天地的他，突然感悟到圣杯的真正意义；原来阿尔托莉雅才是能令他愉悦的圣杯，于是他再次踏上了寻找“圣杯”之旅。 在一个小网吧里，他发现了阿尔托莉雅竟然去《300英雄》做形象代言了。在下一秒的永恒之地里，他们意料之中的相遇了；但意料之外的是，他在永恒之地遇到了另一个女神，那女神道：“我才是你的圣杯，你难道不想要了吗？”，之后的战斗中，时常能听到吉尔加美什的哀怨声：“雅典娜，我已经说~了1万次了，我不是你的圣~斗士。”""",,,,,,,,,,,,,,,,,,,,,,
34,左二少,近战,物理,5,8,3,5,4,2880,36,540+74,280+38,50+3.0,0+0,18+3.0,30+0.0,0.0+0,0.67+0.03,1.30+0,298+0,北方帝国在忍者世界的亲王——面具男阿飞，一直觊觎左二少的永恒万花筒天瞳术，他设计了一连串的阴谋和计划逼迫左二少来找他寻求真相。 显然，这不是一个很好的选择，等待他的是一条由阿飞打通的时空隧道，隧道的那一头，是帝国的英雄训练营，为了能够回到忍者的世界继续寻找真相，左二少不得不向帝国人妥协，他将在战场上赢得回到忍者世界的机会！,,,,,,,,,,,,,,,,,,,,,,
33,疾风之忍,远程,物理,4,9,0,8,6,420,12,545+77,289+43,54+3.2,0+0,13+3.25,30+0.0,0.0+0,0.69+0.03,5.80+0,294+0,"""当正面战场失利时，忍者将从黑暗中现身，成为扭转胜负的关键。 疾风之忍望月是南方城邦所召唤的雇佣兵之一。据说她生来就懂得掌控风的力量——因此她才能顺利挥舞巨大的风车手里剑。 在战场上，疾风之忍的巨型手里剑宛如可怕的风暴，席卷所有敌人。而奇妙的忍法更能让军队足下生风，直捣敌人的要塞。""",,,,,,,,,,,,,,,,,,,,,,
32,关羽,近战,物理,8,6,0,7,6,1200,24,614+90,276+46,53+3.3,0+0,18+3.3,30+1.3,0.0+0,0.66+0.03,1.50+0,307,既然诸葛先生已经与召唤师们谈妥了条件，那么关羽所需要做的，无非是温酒战英雄罢了。 为了蜀汉的大业，在诸葛亮的安排下，关羽又开始开始了拆五塔斩六将的生活。,,,,,,,,,,,,,,,,,,,,,,
31,敌法师,近战,防御,8,7,3,3,4,3800,40,525+70,260+33,49+3.5,0+0,17+3.5,30+1.5,0.0+0,0.71+0.036,1.30+0,305+0,"""古尔丹的头颅碎掉之后，魔王并没有死去，失去恶魔力量的他，同时失去了自己的记忆，本能地捡起一对战刃，穿梭在世界的各个角落，寻找着自己的过去。 在旅途中，恶魔猎手的职业本能带领着他四处降魔，这让他受到了世界各地民众的尊敬与爱戴，大家称他为：敌法师！ 直到来到暗夜精灵的领地，熟悉的昆雅语透露出的厌恶与恐惧让他不知所措，但他找到了她的存在——那个骑着白虎的女人。 追随着她的能量轨迹，他破开虚空，来到了永恒之地，他知道，那个女人一定帮他找回自己！""",,,,,,,,,,,,,,,,,,,,,,
30,化形战士,近战,物理,6,9,4,2,7,420,12,610+79,310+40,55+3.5,0+0,15+3.5,30+1.25,0.0+0,0.63+0.03,1.30+0,307+0,"""恒之地南方，阴郁丛林里，一支化形妖部落曾建起过怪异的文明。 据说化形妖是南北战争中受到魔法辐射的史莱姆。他们能随意变化，混入人群中模仿人类的文明。这让人类觉得他们十分危险。 为了清剿这些能变化的生物。南方城邦的领主们第一次联手合兵，铲平了丛林里的化形妖部落。 但有一起例外。一位化形妖战士，克雷斯侥幸从这场屠杀中逃脱。在这场战争中他感受到了恐惧，学会了人类的憎恨。这真讽刺，化形妖只想学习人类的文明，却最终学到了人类的恶意。 为了复仇，克雷斯来到了大竞技场。在这里，他将依靠自己在丛林中学到的狩猎技巧，对人类大开杀戒。",,,,,,,,,,,,,,,,,,,,,,
29,吕布,近战,物理,7,10,0,4,6,1200,24,635+77,0+0,56+3.5,0+0,15+3.0,30+0.0,0.0+0,0.68+0.03,1.70+0,307+0,永恒之地永远不拒绝强者，他们对强者的渴望甚至到了强抢乃至搜刮的程度，因此任何世界中的名将与英雄，都会成为他们搜刮的对象。 吕布显然是这种强者，他成为了北方帝国的目标，但如过往一样，他对于阵营并没有什么真正的认同，暴戾而强悍的他成为了战斗中所有人都畏惧的存在，不论是他的对手还是队友。,,,,,,,,,,,,,,,,,,,,,,
28,幻刺·D·露西,近战,物理,6,8,0,5,3,3800,40,565+77,260+33,59+3.5,0+0,15+3.5,30+0.0,0.0+0,0.66+0.04,1.10+0,305+0,露西和莉莉是一对姐妹，她们被自己的亲生父亲抛弃在山下，一个叫做艾斯弗洛格的男人捡到了她们并且将她们抚养长大。她们跟随他学会了一些基本的战斗技巧，但是在成年之前，她们对于自身武艺的前途产生了分歧。露西认为在战斗中应该遵从自己的本能，随机应变。而莉莉认为在战斗中应该遵从套路，见招拆招。艾斯弗洛格为了解决她们的分歧，将她们的灵契送入了永恒之地。在那里，她们将用无尽地战斗来证明自己的武学之道比她们的姐妹更正确。,,,,,,,,,,,,,,,,,,,,,,
27,幻刺·L·莉莉,近战,物理,6,8,0,5,3,3800,40,565+77,260+33,59+3.5,0+0,15+3.5,30+0.0,0.0+0,0.66+0.04,1.10+0,305+0,露西和莉莉是一对姐妹，她们被自己的亲生父亲抛弃在山下，一个叫做艾斯弗洛格的男人捡到了她们并且将她们抚养长大。她们跟随他学会了一些基本的战斗技巧，但是在成年之前，她们对于自身武艺的前途产生了分歧。露西认为在战斗中应该遵从自己的本能，随机应变。而莉莉认为在战斗中应该遵从套路，见招拆招。艾斯弗洛格为了解决她们的分歧，将她们的灵契送入了永恒之地。在那里，她们将用无尽地战斗来证明自己的武学之道比她们的姐妹更正确。,,,,,,,,,,,,,,,,,,,,,,
26,猎人娃,远程,物理,6,9,0,6,6,3800,40,539+74,0+0,50+3.3,0+0,12+3.5,30+0.0,0.0+0,0.66+0.03,5.80+0,294+0,葫芦七兄弟被蛇妖抓住后，过上了幸福的生活。每天在神山之中组队练级，根据各自的兴趣爱好选择了不同的职业进行修行。在一次组队练级杀死最终BOSS后无意中触发了时空扰动，七兄弟同时被传送到了永恒之地，开始了他们新的旅程。,,,,,,,,,,,,,,,,,,,,,,
25,雾影射手,远程,物理,3,8,1,7,4,420,12,559+74,235+35,52+3.0,0+0,15+3.4,30+0.0,0.0+0,0.66+0.03,5.30+0,285+0,"""是暴风雨将视力受损，被母亲遗弃的皓卡娅送到了雷鹰的巢穴。 她在风的看护下成长，成了南方雨林大家庭中唯一的人类成员。树木为她制作长弓，猛禽为她贡献羽箭，风教她弯弓开弦。 在风的耳语中，失明的皓卡娅感受到了世界的轮廓。她能透过脚下的震动，风的气息，回声的反射知道猎物逃向何方。她成了雨林中最高明的猎人。 当人类开始为了战争砍伐丛林时，皓卡娅接受了风的提议，她用自己交换了一纸协议。协议上她将为南方城邦而战，以换取森林的和平。""",,,,,,,,,,,,,,,,,,,,,,
24,草帽小子,近战,物理,8,7,2,6,6,2880,36,653+95,0+0,55+4.0,0+0,11+3.5,30+1.25,0.0+0,0.67+0.028,1.10+0,294+0,人们一度认为大地是平的，而无尽的海洋包围着世界，向世界边缘的深渊中流去。如果你航船到了世界边缘，那么等待你的就是从瀑布上，连人带船坠入深渊的命运，永无止尽地下坠。 这样的传说没能阻止人们探索大海。总有人会扬起骷髅旗，鼓动风帆，带着志同道合的朋友一起探索神秘的海洋。这个注定要成为海贼王的少年，就是其中一人。 沿着伟大航路冒险的旅途中，草帽小子的船最终在暴风中失去方向。它飘向了世界边缘，并很快顺着瀑布坠入深渊。 深渊之下更有其他世界，也许深渊本身就是通往其他世界的航道——不管怎样，他的到来将为这片永恒之地带去新的传说。,,,,,,,,,,,,,,,,,,,,,,
23,佐罗,近战,物理,6,9,2,4,6,6000,45,605+84,0+0,52+3.4,0+0,18+3.7,30+0.0,0.0+0,0.69+0.034,1.30+0,305+0,"""当鹰眼的气息消失在了海洋的尽头，佐罗也失去了剑道上奋进的目标，虽然说能打败佐罗的人多了去了……但有一种精神叫好高骛远，眼睛永远盯着天上的第一名，哪怕迷路也矢志不渝，这就是佐罗的精神！ 迷路迷到异世界，估计也只有佐罗才会做得出来了，但对于已经找到鹰眼的他来说，这里是海上还是永恒之地……有区别么？",,,,,,,,,,,,,,,,,,,,,,
22,神目黑刀,近战,物理,5,10,0,6,5,2880,36,563+78,270+40,58+4.0,0+0,15+3.5,30+0.0,0.0+0,0.66+0.03,1.55+0,293+0,等待神目黑刀的战斗实在太过无趣。这些脆弱的渣滓，连剑士的称号都配不上，他们手中的武器并不比麦秸更锋利，他们的勇气还不如蝼蚁。最终，神目黑刀几乎放弃了挑战的希望。尽管他的剑在天地中微小如针，却拥有足以劈开一切的觉悟和信心。但失去了奋斗的目标，让神目黑刀感受到自己失去了方向，就像剑士的剑失去了鞘。 然而在一阵席卷天海的暴风过后，神目黑刀发现自己随着小舢板漂流到了一个陌生的世界。这个名为永恒之地的世界蕴含蓬勃的力量，更汇聚着来自不同时空的伟大英雄。一股挑战的欲望油然而生，他仿佛感受到了背后黑刀正在跃跃欲试。,,,,,,,,,,,,,,,,,,,,,,
21,匹诺曹,远程,物理,4,8,2,7,7,2880,36,550+80,280+43,46+3.0,0+0,15+3.0,30+0.0,0.0+0,0.66+0.03,5.30+0,294+0,距离匹诺曹从月球回来邂逅白雪公主已经过去三个星期了，这些日子里，匹诺曹经历了他人生最快乐的时光，但好景不长，在星期二的下午，因为没有电视可以看，他和白雪公主无聊之余，只好又展开了一趟快乐的旅行。 匹诺曹没有想到的，只因为他说了一句：“《300英雄》是一部设定十分严谨，做工无比精美，玩法颠覆一切，是20年来诞生的最好玩的游戏！”然后……然后他就穿越时空了。 为了回到让他幸福的白雪公主身边，匹诺曹不得不开始卖命地为了胜利而战,,,,,,,,,,,,,,,,,,,,,,
20,杀生丸,近战,物理,5,8,0,8,9,6000,45,565（+87）,322（+45）,58（+3.5）,0（+0）,17（+3.5）,30（+1.25）,0.0（+0）,0.66（+0.031）,1.40（+0）,290（+0）,邪恶的奈落再度复活！为了向杀生丸复仇，奈落从枫婆婆处掳走了玲并乔装躲藏到了永恒之地。杀生丸大人追寻的永恒之地，发现奈落已经被一个身着兔子装的刀疤青年轻松抹杀。和玲重逢的喜悦，没能保护好玲的自责，重多情感交织在杀生丸大人的心中，征得玲的同意后，两人决定在永恒之地定居。杀生丸再次踏上了成为强者的艰途。,,,,,,,,,,,,,,,,,,,,,,
19,乔帮主,近战,辅助,7,1,5,8,5,2880,36,573(+77),270(+37),50(+3.0),0(+0),15(+3.9),30(+0.0),0.0(+0),0.58(+0.03),1.10(+0),293(+0),对乔帮主而言，生命中有个永远无法弥补的失败，他的恩人克鲁鲁希医生因为绝症而死。没能治好恩人的愧疚，将就此成为他一生的羁绊。 为了弥补过去的遗憾，乔帮主与海贼们踏上了伟大航路。 当跨越时空的风暴降临，海贼团被卷入了时空之间的乱流，最终来到了永恒之地。这里充满了不可思议的法力，一切奇迹和愿望均可借由魔法来实现——只要你付出足够的代价。当支付的代价足以与你追求的愿望相当时，再离奇的事情也会成真。 为此乔帮主接受了南方城邦魔法师的提议。他将为得到一次许愿术而战，他必须在战场上击败足够多的敌人，以此从另一个世界交换,,,,,,,,,,,,,,,,,,,,,,
18,古娜,远程,法系,3,1,10,7,7,1200,24,550(+70),392(+55),49(+3.25),0(+0),15(+3),30(+0),0(+0),0.63(+0.03),4.20(+0),294(+0),为了使自己变得更强，古娜不断寻找更强的对手。 然而再高超的技巧和强悍的肉体也无法避免死亡的来临。 为了继续战斗，古娜在虚空中接受了来自陌生宇宙的契约，来到了永恒之地。在这里，她终于可以抛却一切顾虑，将战斗的本能发挥到极致。,,,,,,,,,,,,,,,,,,,,,,
17,绯村剑心,近战,物理,7,9,0,5,7,6000,45,588(+86),0(+0),55(+3.5),0(+0),15(+3.2),30(+0),0(+0),0.69(+0.035),1.30(+0),298(+0),独自一人走在黎明时分，想要跨越遥远的未来；任思绪自由奔放，和梦想擦肩而过；人生的得失难尽人意，平平凡凡是最真的吗？纵使生死有命，但至少自己的人生要让自己去把握；超然看世间才是真正的悠闲，隐藏起满腔热血的自我，人生苦短，转瞬即逝。,,,,,,,,,,,,,,,,,,,,,,
15,李小狼,近战,物理,4,9,0,8,5,6000,45,580+80,330+55,53+3.7,0+0,12+3.0,30+0.0,0.0+0,0.68+0.03,1.90+0,287+0,小樱，你在哪里？于是我来到了这里！大家好，我是李小狼，我是一名考古学家，听说这个地方曾经埋葬过一个掉渣天的古代英雄，陪葬这巨牛逼的武林秘籍，只要修炼一点点，就可以统治永恒之地。什么，你问我小樱？我才不管，我更喜欢操纵我的那个美丽的召唤师，hi，召唤师，我爱你，就像考古的爱尸体。,,,,,,,,,,,,,,,,,,,,,,
14,纳兹,近战,法系,4,3,9,6,6,3800,40,571+83,320+46,54+3.1,0+0,18+3.5,30+0.0,0.0+0,0.65+0.03,1.10+0,307+0,纳兹在寻找火龙--尼格拉路的途中，意外的发现了永恒之地。于是纳兹开始了他的新的旅程，目标---找到火龙，并顺便在永恒之地建立妖精的尾巴的分部。 在于永恒之地的诸多强者的对战中，纳兹彻底燃烧起来了，他接受了联盟的邀请，并努力建设着新的公会，在不久的将来，他坚信着妖精的尾巴的同伴会认同他的选择，一起来到永恒之地,,,,,,,,,,,,,,,,,,,,,,
13,我受罗,远程,法系,6,1,8,6,7,2880,36,550+74,0+0,50+3.0,0+0,15+3.2,30+0.0,0.0+0,0.62+0.03,5.00+0,286,“我们需要驯服沙漠。”北方皇帝的圣旨就是全体北方法师的意愿！他们绘制召唤阵，开始进行一次跨界召唤，试图从多变的时空里找出能驯服沙漠的战士。 当召唤的能量烟雾散尽，法阵中心站着一个面目冷峻的少年，他身背巨大的葫芦，额角刺着一个硕大的“受”字。召唤师们纷纷面露失望的神色，然而当他们看到沙砾宛如活物般盘绕在少年的四周，不断向他们发动进攻时，他们明白自己的咒语并没有找错目标。 唯一的遗憾是，他们再也找不到值得欣喜的理由了。通过自己的双手，召唤师们把沙的化身带到了这个世界上来，现在让他们在另一个世界里为自己的愚行后,,,,,,,,,,,,,,,,,,,,,,
12,初音未来,远程,辅助,6,1,4,10,4,6000,45,540(+75),369(+51),44(+3),0(+0),12(+3),30(+0),0(+0),0.64(+0.03),4.50(+0),294(+0),"初音未来作为全球人气最高的虚拟偶像，一年要开多达32场演唱会。一次偶然的机会，她在网络中搜索到了300英雄这款游戏，发现许多的动漫人物都在其中，可却没有自己。她十分不高兴，复制了一份自己的拷贝发给了跳跃网络。""一定要是一个很强的英雄啊!拜托了!""初音未来如此说道。于是永恒之地就多了一个靠甩葱和卖萌勉强度日的酱油英雄。",,,,,,,,,,,,,,,,,,,,,,
